time_s,explicit_euler,semi_implicit_euler,leapfrog,rk4
1.43333,0.00200858,1.1409e-05,3.38046e-06,2.28181e-06
1.45,0.00203174,1.33528e-05,3.80302e-06,2.87339e-06
1.46667,0.00205583,1.33528e-05,2.87339e-06,2.11279e-06
1.48333,0.00207974,1.33528e-05,2.9579e-06,2.28181e-06
1.5,0.00210281,1.44515e-05,2.9579e-06,1.94376e-06
1.51667,0.00212453,1.47895e-05,1.35218e-06,8.45115e-07
1.53333,0.00214786,1.44515e-05,1.77474e-06,8.45115e-07
1.55,0.00217118,1.52966e-05,2.02827e-06,1.18316e-06
1.56667,0.00219502,1.4536e-05,2.53534e-06,1.60572e-06
1.58333,0.00221902,1.53811e-05,1.94376e-06,9.29626e-07
1.6,0.002242,1.57191e-05,1.69023e-06,6.76092e-07
1.61667,0.0022655,1.54656e-05,2.78888e-06,1.69023e-06
1.63333,0.00228925,1.60572e-05,3.12692e-06,1.85925e-06
1.65,0.00231215,1.65642e-05,2.36632e-06,1.35218e-06
1.66667,0.00233598,1.73248e-05,2.70437e-06,1.69023e-06
1.68333,0.00235829,1.68178e-05,2.61985e-06,1.77474e-06
1.7,0.00238136,1.68178e-05,2.61985e-06,1.60572e-06
1.71667,0.00240477,1.69023e-05,2.28181e-06,1.01414e-06
1.73333,0.00242911,1.58882e-05,3.21144e-06,2.36632e-06
1.75,0.00245109,1.70713e-05,2.45083e-06,1.43669e-06
1.76667,0.00247509,1.72403e-05,2.02827e-06,1.09865e-06
1.78333,0.00249926,1.70713e-05,1.01414e-06,4.22557e-07
1.8,0.00252233,1.74939e-05,1.60572e-06,8.45115e-07
1.81667,0.00254532,1.817e-05,8.45115e-07,0
1.83333,0.00256889,1.94376e-05,7.60603e-07,0
1.85,0.00259205,1.91841e-05,6.76092e-07,4.22557e-07
1.86667,0.00261656,1.88461e-05,6.76092e-07,3.38046e-07
1.88333,0.00263938,2.04518e-05,1.26767e-06,2.53534e-07
1.9,0.00266211,2.04518e-05,1.35218e-06,2.53534e-07
1.91667,0.00268594,2.06208e-05,1.35218e-06,2.53534e-07
1.93333,0.00270935,2.00292e-05,9.29626e-07,0
1.95,0.00273251,1.96912e-05,8.45114e-08,8.45115e-07
1.96667,0.00275685,2.06208e-05,7.60603e-07,4.22557e-07
1.98333,0.00277992,2.08743e-05,1.69023e-06,8.45115e-07
2,0.00280417,2.07053e-05,1.43669e-06,8.45115e-07
2.01667,0.00282725,2.15504e-05,1.35218e-06,7.60603e-07
2.03333,0.00285142,2.12969e-05,1.35218e-06,3.38046e-07
2.05,0.00287398,2.15504e-05,1.01414e-06,2.53534e-07
2.06667,0.00289748,2.14659e-05,1.35218e-06,5.9158e-07
2.08333,0.0029208,2.08743e-05,2.11279e-06,1.35218e-06
2.1,0.00294429,2.17194e-05,1.26767e-06,7.60603e-07
2.11667,0.00296779,2.08743e-05,2.1973e-06,1.18316e-06
2.13333,0.00299103,2.16349e-05,2.36632e-06,1.43669e-06
2.15,0.00301562,2.11279e-05,2.1973e-06,1.35218e-06
2.16667,0.00303971,2.07053e-05,1.94376e-06,1.35218e-06
2.18333,0.00306295,2.02827e-05,1.52121e-06,8.45115e-07
2.2,0.00308661,2.03673e-05,2.02827e-06,1.35218e-06
2.21667,0.00311019,2.08743e-05,2.28181e-06,1.52121e-06
2.23333,0.00313326,2.15504e-05,2.36632e-06,1.94376e-06
2.25,0.00315709,2.17194e-05,2.36632e-06,1.43669e-06
2.26667,0.00318017,2.16349e-05,1.77474e-06,9.29626e-07
2.28333,0.00320324,2.33252e-05,1.35218e-06,8.45115e-07
2.3,0.00322749,2.2142e-05,2.11279e-06,1.60572e-06
2.31667,0.0032509,2.17194e-05,2.45083e-06,2.11279e-06
2.33333,0.00327507,2.20575e-05,2.61985e-06,1.94376e-06
2.35,0.00329831,2.32406e-05,2.78888e-06,2.45083e-06
2.36667,0.00332088,2.42548e-05,1.18316e-06,6.76092e-07
2.38333,0.0033442,2.49309e-05,0,5.07069e-07
2.4,0.00336803,2.54379e-05,9.29626e-07,3.38046e-07
2.41667,0.00339085,2.5607e-05,8.45114e-08,1.69023e-07
2.43333,0.00341511,2.5776e-05,1.69023e-07,2.53534e-07
2.45,0.00343784,2.56915e-05,7.60603e-07,2.53534e-07
2.46667,0.00346184,2.5776e-05,2.53534e-06,1.94376e-06
2.48333,0.00348542,2.69592e-05,1.94376e-06,1.43669e-06
2.5,0.00350799,2.69592e-05,5.9158e-07,2.53534e-07
2.51667,0.00353182,2.76352e-05,5.07069e-07,1.26767e-06
2.53333,0.00355481,2.78888e-05,1.69023e-07,3.38046e-07
2.55,0.00357813,2.76352e-05,5.9158e-07,8.45114e-08
2.56667,0.00360171,2.79733e-05,8.45115e-07,1.35218e-06
2.58333,0.00362537,2.88184e-05,0,5.9158e-07
2.6,0.00364751,2.96635e-05,8.45114e-08,6.76092e-07
2.61667,0.00367177,2.91565e-05,2.53534e-07,8.45115e-07
2.63333,0.00369374,3.00861e-05,1.09865e-06,1.52121e-06
2.65,0.00371808,2.99171e-05,1.09865e-06,1.69023e-06
2.66667,0.003742,2.9748e-05,1.26767e-06,1.85925e-06
2.68333,0.00376473,2.93255e-05,8.45115e-07,1.43669e-06
2.7,0.00378814,3.02551e-05,1.52121e-06,2.11279e-06
2.71667,0.00381197,3.10157e-05,4.22557e-07,8.45115e-07
2.73333,0.00383479,3.20298e-05,5.9158e-07,1.09865e-06
2.75,0.00385871,3.13537e-05,5.9158e-07,7.60603e-07
2.76667,0.00388271,3.20298e-05,1.18316e-06,2.02827e-06
2.78333,0.00390612,3.32975e-05,1.85925e-06,2.53534e-06
2.8,0.00392944,3.36356e-05,2.1973e-06,2.87339e-06
2.81667,0.00395311,3.3382e-05,1.60572e-06,2.28181e-06
2.83333,0.00397795,3.29595e-05,7.60603e-07,1.52121e-06
2.85,0.00400128,3.25369e-05,8.45114e-08,6.76092e-07
2.86667,0.00402477,3.19453e-05,3.38046e-07,5.9158e-07
2.88333,0.00404877,3.23679e-05,1.69023e-07,5.07069e-07
2.9,0.00407244,3.19453e-05,8.45114e-08,7.60603e-07
2.91667,0.00409568,3.38046e-05,3.38046e-07,1.09865e-06
2.93333,0.00412052,3.37201e-05,5.9158e-07,1.35218e-06
2.95,0.00414436,3.32975e-05,1.69023e-06,2.28181e-06
2.96667,0.00416768,3.27904e-05,7.60603e-07,1.01414e-06
2.98333,0.00419135,3.29595e-05,3.38046e-07,1.18316e-06
3,0.00421484,3.45652e-05,7.60603e-07,1.43669e-06
3.01667,0.00423749,3.49877e-05,9.29626e-07,1.52121e-06
3.03333,0.00426191,3.51568e-05,9.29626e-07,1.69023e-06
3.05,0.00428532,3.36356e-05,0,6.76092e-07
3.06667,0.00430983,3.3551e-05,1.26767e-06,1.85925e-06
3.08333,0.00433265,3.44807e-05,5.9158e-07,1.60572e-06
3.1,0.00435766,3.29595e-05,1.01414e-06,5.07069e-07
3.11667,0.00438192,3.29595e-05,1.94376e-06,1.01414e-06
3.13333,0.00440727,3.3044e-05,1.85925e-06,1.01414e-06
3.15,0.00443043,3.25369e-05,1.26767e-06,3.38046e-07
3.16667,0.00445325,3.2875e-05,9.29626e-07,2.53534e-07
3.18333,0.00447683,3.26214e-05,1.43669e-06,5.07069e-07
3.2,0.00449922,3.38046e-05,1.43669e-06,7.60603e-07
3.21667,0.00452238,3.57483e-05,1.69023e-07,4.22557e-07
3.23333,0.00454621,3.60019e-05,4.22557e-07,2.53534e-07
3.25,0.00456886,3.69315e-05,3.38046e-07,5.9158e-07
3.26667,0.00459379,3.56638e-05,8.45114e-08,2.53534e-07
3.28333,0.0046183,3.56638e-05,4.22557e-07,1.09865e-06
3.3,0.00464128,3.76076e-05,1.60572e-06,1.77474e-06
3.31667,0.00466334,3.81992e-05,2.1973e-06,2.78888e-06
3.33333,0.00468641,3.86217e-05,2.1973e-06,2.9579e-06
3.35,0.00471194,3.82837e-05,5.9158e-07,1.09865e-06
3.36667,0.00473509,3.76921e-05,8.45114e-08,5.07069e-07
3.38333,0.0047596,3.76921e-05,1.35218e-06,1.60572e-06
3.4,0.00478318,3.71005e-05,8.45114e-08,5.07069e-07
3.41667,0.00480659,3.79456e-05,5.9158e-07,4.22557e-07
3.43333,0.00483,3.85372e-05,2.53534e-07,2.53534e-07
3.45,0.00485392,3.76921e-05,7.60603e-07,1.01414e-06
3.46667,0.00487851,3.73541e-05,1.35218e-06,1.85925e-06
3.48333,0.00490175,3.74386e-05,1.18316e-06,1.94376e-06
3.5,0.00492668,3.82837e-05,6.76092e-07,9.29626e-07
3.51667,0.00495119,3.74386e-05,3.38046e-07,1.69023e-07
3.53333,0.00497434,3.86217e-05,3.38046e-07,5.07069e-07
3.55,0.0049986,3.87908e-05,3.38046e-07,8.45114e-08
3.56667,0.00502116,3.99739e-05,1.69023e-07,3.38046e-07
3.58333,0.00504466,4.03965e-05,1.09865e-06,1.18316e-06
3.6,0.00506959,3.94668e-05,6.76092e-07,1.18316e-06
3.61667,0.00509384,3.96359e-05,7.60603e-07,9.29626e-07
3.63333,0.00511683,3.98049e-05,3.38046e-07,5.9158e-07
3.65,0.00514109,4.09881e-05,9.29626e-07,1.26767e-06
3.66667,0.00516382,4.17487e-05,9.29626e-07,1.43669e-06
3.68333,0.00518833,4.21712e-05,5.9158e-07,1.18316e-06
3.7,0.0052125,4.20022e-05,1.26767e-06,1.35218e-06
3.71667,0.00523599,4.25093e-05,3.38046e-07,8.45114e-08
3.73333,0.00525991,4.19177e-05,4.22557e-07,8.45114e-08
3.75,0.00528374,4.23402e-05,8.45114e-08,3.38046e-07
3.76667,0.00530656,4.18332e-05,8.45114e-08,0
3.78333,0.00533217,4.18332e-05,7.60603e-07,5.9158e-07
3.8,0.00535481,4.15796e-05,2.53534e-07,0
3.81667,0.00537966,4.17487e-05,5.07069e-07,2.53534e-07
3.83333,0.00540214,4.15796e-05,5.9158e-07,2.53534e-07
3.85,0.00542606,4.18332e-05,8.45114e-08,3.38046e-07
3.86667,0.00545006,4.21712e-05,5.07069e-07,2.53534e-07
3.88333,0.00547389,4.23402e-05,7.60603e-07,8.45115e-07
3.9,0.00549823,4.21712e-05,5.07069e-07,3.38046e-07
3.91667,0.0055213,4.22557e-05,2.53534e-07,4.22557e-07
3.93333,0.00554513,4.26783e-05,2.53534e-07,5.07069e-07
3.95,0.00557015,4.14951e-05,1.69023e-07,2.53534e-07
3.96667,0.00559305,4.34389e-05,3.38046e-07,5.9158e-07
3.98333,0.00561765,4.25938e-05,8.45114e-08,4.22557e-07
4,0.00564114,4.30163e-05,1.69023e-07,8.45114e-08
4.01667,0.00566548,4.43685e-05,4.22557e-07,0
4.03333,0.0056899,4.38614e-05,4.22557e-07,4.22557e-07
4.05,0.00571399,4.36924e-05,5.9158e-07,5.07069e-07
4.06667,0.00573765,4.40305e-05,1.69023e-07,7.60603e-07
4.08333,0.00576022,4.57207e-05,9.29626e-07,1.18316e-06
4.1,0.00578422,4.53827e-05,8.45115e-07,1.43669e-06
4.11667,0.00580788,4.50446e-05,2.53534e-07,4.22557e-07
4.13333,0.00583264,4.34389e-05,1.35218e-06,1.52121e-06
4.15,0.00585724,4.48756e-05,1.77474e-06,2.02827e-06
4.16667,0.00588073,4.58052e-05,2.02827e-06,2.11279e-06
4.18333,0.00590389,4.53827e-05,2.11279e-06,2.02827e-06
4.2,0.0059278,4.50446e-05,8.45115e-07,1.09865e-06
4.21667,0.00595138,4.47911e-05,7.60603e-07,1.18316e-06
4.23333,0.00597538,4.65658e-05,1.09865e-06,1.69023e-06
4.25,0.00600074,4.52136e-05,2.53534e-07,4.22557e-07
4.26667,0.00602457,4.55517e-05,2.53534e-07,8.45114e-08
4.28333,0.00604916,4.58897e-05,1.69023e-07,8.45114e-08
4.3,0.00607291,4.64813e-05,6.76092e-07,6.76092e-07
4.31667,0.00609809,4.52981e-05,1.69023e-07,0
4.33333,0.00612201,4.61433e-05,7.60603e-07,5.9158e-07
4.35,0.006145,4.57207e-05,1.01414e-06,1.09865e-06
4.36667,0.00616942,4.63123e-05,1.26767e-06,8.45115e-07
4.38333,0.00619325,4.65658e-05,1.01414e-06,9.29626e-07
4.4,0.00621641,4.71574e-05,1.69023e-07,2.53534e-07
4.41667,0.00624033,4.7749e-05,8.45114e-08,8.45114e-08
4.43333,0.00626399,4.66503e-05,8.45114e-08,8.45114e-08
4.45,0.00628706,4.7918e-05,3.38046e-07,6.76092e-07
4.46667,0.00631208,4.7918e-05,4.22557e-07,2.53534e-07
4.48333,0.00633532,4.7749e-05,4.22557e-07,1.69023e-07
4.5,0.00636042,4.74109e-05,1.69023e-07,5.07069e-07
4.51667,0.00638391,4.7749e-05,1.69023e-07,4.22557e-07
4.53333,0.00640842,4.84251e-05,9.29626e-07,1.43669e-06
4.55,0.00643242,4.86786e-05,1.01414e-06,1.26767e-06
4.56667,0.00645701,5.00308e-05,8.45114e-08,5.07069e-07
4.58333,0.00648076,4.96927e-05,8.45114e-08,0
4.6,0.00650493,4.91012e-05,9.29626e-07,1.09865e-06
4.61667,0.00652834,5.01998e-05,1.18316e-06,6.76092e-07
4.63333,0.00655192,5.11294e-05,1.26767e-06,1.01414e-06
4.65,0.0065766,5.01153e-05,1.01414e-06,8.45115e-07
4.66667,0.00660034,5.07069e-05,1.52121e-06,1.35218e-06
4.68333,0.00662435,5.14675e-05,7.60603e-07,5.9158e-07
4.7,0.00664809,5.14675e-05,9.29626e-07,5.9158e-07
4.71667,0.00667243,5.12985e-05,2.53534e-07,3.38046e-07
4.73333,0.00669677,5.14675e-05,2.53534e-07,6.76092e-07
4.75,0.0067201,5.24816e-05,1.01414e-06,1.35218e-06
4.76667,0.0067441,5.18055e-05,1.77474e-06,1.85925e-06
4.78333,0.00676835,5.26506e-05,1.35218e-06,1.69023e-06
4.8,0.0067921,5.24816e-05,1.35218e-06,1.60572e-06
4.81667,0.00681644,5.29042e-05,1.09865e-06,1.18316e-06
4.83333,0.00684188,5.27351e-05,5.9158e-07,7.60603e-07
4.85,0.00686554,5.30732e-05,8.45114e-08,2.53534e-07
4.86667,0.00688963,5.23971e-05,8.45115e-07,1.01414e-06
4.88333,0.00691312,5.29042e-05,1.43669e-06,1.52121e-06
4.9,0.00693746,5.35803e-05,1.26767e-06,1.09865e-06
4.91667,0.00696087,5.48479e-05,2.53534e-07,7.60603e-07
4.93333,0.00698411,5.35803e-05,2.53534e-07,1.69023e-07
4.95,0.00700963,5.36648e-05,3.38046e-07,2.53534e-07
4.96667,0.00703321,5.46789e-05,1.69023e-07,8.45114e-08
4.98333,0.00705764,5.44254e-05,8.45114e-08,4.22557e-07
5,0.00708113,5.48479e-05,2.53534e-07,4.22557e-07
5.01667,0.00710479,5.5355e-05,4.22557e-07,8.45114e-08
5.03333,0.00712879,5.44254e-05,8.45114e-08,8.45114e-08
5.05,0.00715347,5.48479e-05,1.01414e-06,2.53534e-07
5.06667,0.00717798,5.44254e-05,2.53534e-07,1.69023e-07
5.08333,0.00720207,5.46789e-05,1.18316e-06,1.01414e-06
5.1,0.00722708,5.56085e-05,1.43669e-06,1.26767e-06
5.11667,0.00725066,5.62001e-05,5.07069e-07,2.53534e-07
5.13333,0.00727525,5.71297e-05,8.45114e-08,8.45115e-07
5.15,0.00729858,5.73833e-05,6.76092e-07,1.09865e-06
5.16667,0.00732266,5.63691e-05,8.45114e-08,5.07069e-07
5.18333,0.00734683,5.63691e-05,8.45114e-08,4.22557e-07
5.2,0.00737168,5.62846e-05,5.07069e-07,0
5.21667,0.00739433,5.58621e-05,1.01414e-06,8.45114e-08
5.23333,0.00741909,5.59466e-05,1.18316e-06,8.45115e-07
5.25,0.00744259,5.73833e-05,1.52121e-06,1.01414e-06
5.26667,0.00746532,5.85664e-05,4.22557e-07,2.53534e-07
5.28333,0.0074905,5.80594e-05,3.38046e-07,8.45115e-07
5.3,0.00751527,5.80594e-05,4.22557e-07,2.53534e-07
5.31667,0.00753867,5.86509e-05,1.18316e-06,6.76092e-07
5.33333,0.00756217,5.94961e-05,2.53534e-07,8.45114e-08
5.35,0.00758685,5.97496e-05,8.45115e-07,1.35218e-06
5.36667,0.00761135,6.10173e-05,5.07069e-07,5.9158e-07
5.38333,0.00763519,6.16934e-05,3.38046e-07,6.76092e-07
5.4,0.0076591,6.20314e-05,2.53534e-07,2.53534e-07
5.41667,0.0076842,6.11018e-05,9.29626e-07,1.18316e-06
5.43333,0.00770719,6.13553e-05,7.60603e-07,1.18316e-06
5.45,0.00773246,6.2454e-05,2.11279e-06,2.36632e-06
5.46667,0.00775587,6.15243e-05,1.69023e-07,5.07069e-07
5.48333,0.00777987,6.13553e-05,8.45114e-08,2.53534e-07
5.5,0.00780404,6.23695e-05,8.45114e-08,5.07069e-07
5.51667,0.00782796,6.2623e-05,1.18316e-06,1.60572e-06
5.53333,0.00785213,6.43132e-05,6.76092e-07,1.26767e-06
5.55,0.00787697,6.43977e-05,5.07069e-07,5.9158e-07
5.56667,0.0078992,6.47358e-05,1.69023e-07,9.29626e-07
5.58333,0.0079227,6.53274e-05,1.18316e-06,1.85925e-06
5.6,0.0079478,6.51583e-05,0,2.53534e-07
5.61667,0.00797154,6.55809e-05,3.38046e-07,8.45114e-08
5.63333,0.0079958,6.48203e-05,4.22557e-07,2.53534e-07
5.65,0.00801912,6.57499e-05,4.22557e-07,9.29626e-07
5.66667,0.0080427,6.69331e-05,3.38046e-07,0
5.68333,0.00806814,6.73556e-05,5.07069e-07,1.69023e-07
5.7,0.0080918,6.88768e-05,4.22557e-07,1.69023e-07
5.71667,0.00811563,6.92994e-05,1.01414e-06,1.01414e-06
5.73333,0.00813921,7.06516e-05,8.45115e-07,9.29626e-07
5.75,0.00816338,7.04826e-05,2.02827e-06,2.53534e-06
5.76667,0.00818671,7.0229e-05,1.52121e-06,1.60572e-06
5.78333,0.00821147,7.05671e-05,8.45114e-08,3.38046e-07
5.8,0.00823573,7.13277e-05,0,3.38046e-07
5.81667,0.00825939,7.22573e-05,2.53534e-07,1.69023e-07
5.83333,0.00828314,7.21728e-05,7.60603e-07,1.09865e-06
5.85,0.00830688,7.39475e-05,2.53534e-07,4.22557e-07
5.86667,0.00832962,7.44546e-05,1.69023e-07,3.38046e-07
5.88333,0.00835438,7.50462e-05,2.53534e-07,0
5.9,0.0083783,7.55532e-05,1.01414e-06,7.60603e-07
5.91667,0.00840264,7.69054e-05,1.01414e-06,1.09865e-06
5.93333,0.00842588,7.80041e-05,5.9158e-07,3.38046e-07
5.95,0.00844895,7.92717e-05,1.01414e-06,5.07069e-07
5.96667,0.00847244,8.08775e-05,9.29626e-07,6.76092e-07
5.98333,0.00849627,8.34128e-05,8.45114e-08,1.69023e-07
6,0.00851926,8.40889e-05,8.45114e-08,3.38046e-07
6.01667,0.00854326,8.52721e-05,7.60603e-07,6.76092e-07
6.03333,0.00856566,8.56946e-05,2.53534e-07,2.53534e-07
6.05,0.00858797,8.83145e-05,3.38046e-07,1.69023e-07
6.06667,0.00860986,9.04273e-05,4.22557e-07,4.22557e-07
6.08333,0.00863318,9.26245e-05,4.22557e-07,9.29626e-07
6.1,0.00865659,9.38922e-05,5.07069e-07,2.53534e-07
6.11667,0.00867865,9.5836e-05,6.76092e-07,8.45115e-07
6.13333,0.00870105,9.82023e-05,1.60572e-06,2.02827e-06
6.15,0.00872353,9.86249e-05,2.28181e-06,3.21144e-06
6.16667,0.00874592,0.000100653,1.69023e-07,8.45115e-07
6.18333,0.00876789,0.000105132,0,6.76092e-07
6.2,0.00879012,0.000106569,0,6.76092e-07
6.21667,0.00881285,0.000110287,5.07069e-07,4.22557e-07
6.23333,0.00883466,0.000113583,1.18316e-06,1.69023e-07
6.25,0.00885621,0.000117302,8.45115e-07,0
6.26667,0.00887666,0.000121781,1.09865e-06,8.45114e-08
6.28333,0.00889686,0.000126936,8.45115e-07,8.45114e-08
6.3,0.00891748,0.000130993,8.45114e-08,1.18316e-06
6.31667,0.00893802,0.000136655,1.69023e-07,6.76092e-07
6.33333,0.00895619,0.000140543,2.53534e-07,1.60572e-06
6.35,0.00897478,0.000147472,0,1.18316e-06
6.36667,0.00899413,0.000153473,1.09865e-06,1.69023e-07
6.38333,0.00901289,0.000160656,6.76092e-07,4.22557e-07
6.4,0.00903005,0.000168938,1.60572e-06,4.22557e-07
6.41667,0.00904611,0.000178404,1.69023e-06,4.22557e-07
6.43333,0.00906047,0.000189982,2.11279e-06,5.07069e-07
6.45,0.00907281,0.000202912,1.94376e-06,1.69023e-07
6.46667,0.00908439,0.000216687,1.52121e-06,4.22557e-07
6.48333,0.00909419,0.000233505,1.60572e-06,4.22557e-07
6.5,0.00910256,0.000253281,1.35218e-06,1.43669e-06
6.51667,0.00910805,0.000275338,1.94376e-06,1.77474e-06
6.53333,0.00911067,0.000301283,2.70437e-06,1.52121e-06
6.55,0.00910788,0.000332553,2.78888e-06,2.61985e-06
6.56667,0.00910028,0.000370836,3.97204e-06,2.02827e-06
6.58333,0.00908515,0.000418501,6.16934e-06,1.35218e-06
6.6,0.00906318,0.000476222,8.19761e-06,1.52121e-06
6.61667,0.00902963,0.00054831,1.19161e-05,1.69023e-07
6.63333,0.00898002,0.000642287,1.52966e-05,9.29626e-07
6.65,0.00890903,0.000765082,2.01982e-05,9.29626e-07
6.66667,0.00880694,0.000932499,2.78888e-05,1.01414e-06
6.68333,0.00866242,0.00111597,3.91288e-05,8.45115e-07
6.7,0.00849805,0.00125094,2.70437e-05,1.60572e-06
6.71667,0.00838506,0.00135345,1.97757e-05,1.69023e-06
6.73333,0.00830579,0.00143298,1.51275e-05,7.60603e-07
6.75,0.00825043,0.00149298,1.17471e-05,9.29626e-07
6.76667,0.00821367,0.00154309,9.54979e-06,1.69023e-07
6.78333,0.0081884,0.001584,7.09896e-06,9.29626e-07
6.8,0.00817319,0.00161806,5.40873e-06,1.09865e-06
6.81667,0.00816457,0.00164544,4.31008e-06,1.18316e-06
